NaN,NaN,0
NaN,0,0
7.28194605666423E-16,0,0
3.44934286894622E-16,0,0.01
6.13216510034883E-16,0,0.02
3.06608255017441E-16,0,0.03
-7.66520637543604E-17,0,0.04
5.36564446280523E-16,0,0.05
3.06608255017441E-16,0,0.06
9.58150796929505E-16,0,0.07
-2.68282223140261E-16,0,0.08
-7.66520637543604E-17,0,0.09
6.13216510034883E-16,0,0.1
3.83260318771802E-17,0,0.11
4.98238414403343E-16,0,0.12
6.51542541912063E-16,0,0.13
3.83260318771802E-17,0,0.14
3.83260318771802E-16,0,0.15
1.91630159385901E-16,0,0.16
6.89868573789243E-16,0,0.17
1.14978095631541E-16,0,0.18
-1.53304127508721E-16,0,0.19
2.29956191263081E-16,0,0.2
6.51542541912063E-16,0,0.21
6.13216510034883E-16,0,0.22
1.91630159385901E-16,0,0.23
3.83260318771802E-17,0,0.24
4.59912382526162E-16,0,0.25
-2.29956191263081E-16,0,0.26
8.81498733175144E-16,0,0.27
1.91630159385901E-16,0,0.28
6.13216510034883E-16,0,0.29
4.59912382526162E-16,0,0.3
2.68282223140261E-16,0,0.31
4.21586350648982E-16,0,0.32
1.53304127508721E-16,0,0.33
2.29956191263081E-16,0,0.34
1.91630159385901E-16,0,0.35
5.36564446280523E-16,0,0.36
-1.53304127508721E-16,0,0.37
8.43172701297964E-16,0,0.38
3.06608255017441E-16,0,0.39
6.51542541912063E-16,0,0.4
-7.66520637543604E-17,0,0.41
5.36564446280523E-16,0,0.42
1.14978095631541E-16,0,0.43
2.68282223140261E-16,0,0.44
5.36564446280523E-16,0,0.45
7.66520637543604E-17,0,0.46
1.14978095631541E-16,0,0.47
4.21586350648982E-16,0,0.48
-1.53304127508721E-16,0,0.49
6.13216510034883E-16,0,0.5
6.51542541912063E-16,0,0.51
5.36564446280523E-16,0,0.52
9.19824765052324E-16,0,0.53
6.51542541912063E-16,0,0.54
7.66520637543604E-17,0,0.55
2.68282223140261E-16,0,0.56
4.21586350648982E-16,0,0.57
3.44934286894622E-16,0,0.58
-7.66520637543604E-17,0,0.59
3.06608255017441E-16,0,0.6
-3.06608255017441E-16,0,0.61
-1.14978095631541E-16,0,0.62
9.19824765052324E-16,0,0.63
0,0,0.64
5.36564446280523E-16,0,0.65
1.14978095631541E-16,0,0.66
4.21586350648982E-16,0,0.67
-3.83260318771802E-16,0,0.68
6.13216510034883E-16,0,0.69
5.74890478157703E-16,0,0.7
4.59912382526162E-16,0,0.71
5.74890478157703E-16,0,0.72
1.53304127508721E-16,0,0.73
-1.91630159385901E-16,0,0.74
4.21586350648982E-16,0,0.75
-3.06608255017441E-16,0,0.76
4.21586350648982E-16,0,0.77
3.83260318771802E-16,0,0.78
7.66520637543604E-16,0,0.79
-2.29956191263081E-16,0,0.8
4.98238414403343E-16,0,0.81
6.13216510034883E-16,0,0.82
7.66520637543604E-17,0,0.83
1.91630159385901E-16,0,0.84
-4.21586350648982E-16,0,0.85
2.68282223140261E-16,0,0.86
-1.53304127508721E-16,0,0.87
6.89868573789243E-16,0,0.88
1.91630159385901E-16,0,0.89
9.19824765052324E-16,0,0.9
7.66520637543604E-17,0,0.91
5.74890478157703E-16,0,0.92
3.83260318771802E-17,0,0.93
7.66520637543604E-17,0,0.94
4.21586350648982E-16,0,0.95
3.06608255017441E-16,0,0.96
1.91630159385901E-16,0,0.97
1.14978095631541E-16,0,0.98
-2.29956191263081E-16,0,0.99
7.28194605666423E-16,0,1
-4.21586350648982E-16,0,1.01
6.13216510034883E-16,0,1.02
2.29956191263081E-16,0,1.03
7.66520637543604E-17,0,1.04
4.21586350648982E-16,0,1.05
1.91630159385901E-16,0,1.06
3.06608255017441E-16,0,1.07
-3.06608255017441E-16,0,1.08
0,0,1.09
1.91630159385901E-16,0,1.1
4.21586350648982E-16,0,1.11
7.66520637543604E-17,0,1.12
1.14978095631541E-16,0,1.13
2.29956191263081E-16,0,1.14
6.51542541912063E-16,0,1.15
-2.68282223140261E-16,0,1.16
3.83260318771802E-16,0,1.17
3.83260318771802E-16,0,1.18
5.36564446280523E-16,0,1.19
2.68282223140261E-16,0,1.2
-1.14978095631541E-16,0,1.21
1.14978095631541E-16,0,1.22
1.91630159385901E-16,0,1.23
-1.91630159385901E-16,0,1.24
3.83260318771802E-16,0,1.25
-7.66520637543604E-17,0,1.26
6.13216510034883E-16,0,1.27
3.83260318771802E-16,0,1.28
-2.68282223140261E-16,0,1.29
3.83260318771802E-17,0,1.3
1.91630159385901E-16,0,1.31
4.21586350648982E-16,0,1.32
-1.91630159385901E-16,0,1.33
-1.53304127508721E-16,0,1.34
1.91630159385901E-16,0,1.35
-1.91630159385901E-16,0,1.36
2.29956191263081E-16,0,1.37
4.21586350648982E-16,0,1.38
-1.14978095631541E-16,0,1.39
0,0,1.4
-1.53304127508721E-16,0,1.41
2.29956191263081E-16,0,1.42
1.14978095631541E-16,0,1.43
3.83260318771802E-17,0,1.44
-1.91630159385901E-16,0,1.45
3.06608255017441E-16,0,1.46
7.66520637543604E-17,0,1.47
2.68282223140261E-16,0,1.48
-1.91630159385901E-16,0,1.49
1.14978095631541E-16,0,1.5
-2.29956191263081E-16,0,1.51
6.13216510034883E-16,0,1.52
-1.14978095631541E-16,0,1.53
2.68282223140261E-16,0,1.54
2.68282223140261E-16,0,1.55
-1.14978095631541E-16,0,1.56
3.83260318771802E-17,0,1.57
-1.14978095631541E-16,0,1.58
1.14978095631541E-16,0,1.59
2.68282223140261E-16,0,1.6
2.29956191263081E-16,0,1.61
-2.29956191263081E-16,0,1.62
