-0.6,NaN
-0.45,0
-0.3,0
-0.15,0.190088053
0,0.276434669
0.15,0.277222461
0.3,0.277064468
0.45,0.276959806
0.6,0.276910666
0.75,0.276891509
0.9,0.276883857
1.05,0.276886883
1.2,0.276897686
1.35,0.276906272
1.5,0.276911854
1.65,0.276916137
1.8,0.276924917
1.95,0.276930498
2.1,0.276937241
2.25,0.276944456
2.4,0.276947764
2.55,0.276952839
2.7,0.276958173
2.85,0.27696371
3,0.276966911
3.15,0.27697029
3.3,0.276975461
3.45,0.276977311
3.6,0.276979775
3.75,0.276982725
3.9,0.276985443
4.05,0.276988051
4.2,0.276990973
4.35,0.276992969
4.5,0.276994875
4.65,0.27699583
4.8,0.276997568
4.95,0.277001448
5.1,0.277004289
5.25,0.277005488
5.4,0.277007055
5.55,0.277010288
5.7,0.277012139
5.85,0.277015506
6,0.277016242
6.15,0.277017996
6.3,0.277017457
6.45,0.27701643
6.6,0.277019061
6.75,0.277017872
6.9,0.277019669
7.05,0.277023492
7.2,0.277025462
7.35,0.277025261
7.5,0.277027642
7.65,0.277032659
7.8,0.277034194
7.95,0.277033451
8.1,0.277034391
8.25,0.277036177
8.4,0.277037229
8.55,0.277037754
8.7,0.277039281
8.85,0.277039632
9,0.277040576
9.15,0.277041522
9.3,0.277045803
9.45,0.27704773
9.6,0.277049256
9.75,0.277049121
9.9,0.277050818
10.05,0.277053219
10.2,0.277053566
10.35,0.277055445
10.5,0.277056538
10.65,0.277056353
10.8,0.277055991
10.95,0.277056135
11.1,0.277057603
11.25,0.277058904
11.4,0.277058087
11.55,0.277059275
11.7,0.277059308
11.85,0.277060158
12,0.277060234
12.15,0.27706203
12.3,0.277062598
12.45,0.277062071
12.6,0.277064027
12.75,0.277067755
12.9,0.277066669
13.05,0.27706553
13.2,0.277069492
13.35,0.277068357
13.5,0.277067994
13.65,0.277070606
13.8,0.277070128
13.95,0.277069035
14.1,0.277069795
14.25,0.277071456
14.4,0.277072434
14.55,0.277073418
14.7,0.277073255
14.85,0.277072113
15,0.277074061
15.15,0.277076305
15.3,0.277074076
15.45,0.277072139
15.6,0.277074074
15.75,0.277074476
15.9,0.277074368
16.05,0.277075499
16.2,0.277077521
16.35,0.277077613
16.5,0.277076883
16.65,0.27707681
16.8,0.277079685
16.95,0.277079898
17.1,0.2770799
17.25,0.277081309
17.4,0.277081554
17.55,0.277082767
17.7,0.277082542
17.85,0.27708298
18,0.277083817
18.15,0.27708195
18.3,0.277084317
18.45,0.277085944
18.6,0.277085853
18.75,0.277084573
18.9,0.277086917
19.05,0.277086645
19.2,0.277086719
19.35,0.277087157
19.5,0.277090102
19.65,0.277090617
19.8,0.277088602
19.95,0.277087917
20.1,0.277089793
20.25,0.277089584
20.4,0.277089533
20.55,0.277091342
20.7,0.277092475
20.85,0.277092198
21,0.277094399
21.15,0.277095331
21.3,0.277094169
21.45,0.277096106
21.6,0.277095314
21.75,0.277095337
21.9,0.277096567
22.05,0.277096846
22.2,0.277095205
22.35,0.27709876
22.5,0.277099502
22.65,0.277098632
22.8,0.277099259
22.95,0.2771002
23.1,0.277100742
23.25,0.277099925
23.4,0.277099153
23.55,0.277100801
23.7,0.277101858
23.85,0.277100766
24,0.277102426
24.15,0.277101776
24.3,0.277102846
24.45,0.277104638
24.6,0.277104317
24.75,0.277103586
24.9,0.277104325
25.05,0.277103405
25.2,0.277103319
25.35,0.277102804
25.5,0.277104327
25.65,0.277103518
25.8,0.277103634
25.95,0.27710449
26.1,0.277104933
26.25,0.277105362
26.4,0.277105783
26.55,0.277106951
26.7,0.277107762
26.85,0.277107242
27,0.277108328
27.15,0.277107049
27.3,0.277108028
27.45,0.277109287
27.6,0.277108897
27.75,0.277108616
27.9,0.277106214
28.05,0.277108104
28.2,0.277108814
28.35,0.277108371
28.5,0.277107943
28.65,0.277107482
28.8,0.277107365
28.95,0.27710723
