stress,strain,time
260.39202851972743,0.27709088975,20.9625
260.37712098294816,0.277091115875,20.98125
260.3621547571509,0.277091342,21.0
260.34712993388496,0.277091483625,21.01875
260.33217629655,0.27709162525000003,21.0375
260.31729351084823,0.27709176687500003,21.05625
260.3024812440021,0.2770919085,21.075
260.28773916472426,0.277092050125,21.09375
260.27306694343025,0.27709219175,21.112499999999997
260.25846425200996,0.277092333375,21.131249999999998
260.243660251788,0.277092475,21.15
260.2286555042983,0.277092440375,21.16875
260.2137210804704,0.27709240575,21.1875
260.1988566500071,0.277092371125,21.20625
260.18406188413786,0.2770923365,21.225
260.16933645571004,0.277092301875,21.24375
260.1546800390584,0.27709226725,21.2625
260.1400923099982,0.277092232625,21.28125
260.12604835649284,0.277092198,21.3
260.112546299365,0.277092473125,21.31875
260.09910885778504,0.27709274825,21.3375
260.08573572826606,0.277093023375,21.35625
260.0724266086969,0.2770932985,21.375
260.05918119845916,0.277093573625,21.39375
260.0459991982972,0.27709384875,21.4125
260.0328803104346,0.277094123875,21.43125
260.0195807775934,0.277094399,21.45
260.00610110255474,0.2770945155,21.46875
259.99268524673823,0.277094632,21.487499999999997
259.9793329103969,0.2770947485,21.506249999999998
259.9660437951423,0.277094865,21.525
259.95281760406107,0.2770949815,21.54375
259.9396540415853,0.277095098,21.5625
259.92655281360913,0.2770952145,21.581249999999997
259.91311188817593,0.277095331,21.599999999999998
259.8993322904512,0.27709518575000003,21.61875
259.8856167800416,0.2770950405,21.6375
259.8719650559164,0.27709489525000003,21.65625
259.858376818532,0.27709474999999995,21.674999999999997
259.8448517697034,0.27709460475000003,21.693749999999998
259.83138961259624,0.2770944595,21.7125
259.8179900518439,0.27709431425000003,21.73125
259.80524734441167,0.277094169,21.75
259.79315924916506,0.277094411125,21.76875
259.7811289845024,0.27709465325000004,21.7875
259.76915627885336,0.277094895375,21.80625
259.75724086187404,0.27709513750000003,21.825
259.7453824644162,0.27709537962499997,21.84375
259.7335808187433,0.27709562175,21.862499999999997
259.7218356583028,0.277095863875,21.881249999999998
259.70962315220976,0.277096106,21.9
259.6969447523067,0.27709600700000003,21.91875
259.68432546912754,0.277095908,21.9375
259.6717650250122,0.27709580899999997,21.95625
259.65926314357966,0.27709571,21.975
259.6468195498206,0.277095611,21.99375
259.6344339699689,0.277095512,22.0125
259.6221061314949,0.277095413,22.03125
259.6099921230284,0.277095314,22.05
259.5980911621827,0.277095316875,22.06875
259.5862461105129,0.27709531975,22.0875
259.5744567054241,0.277095322625,22.10625
259.5627226855058,0.2770953255,22.125
259.55104379064807,0.277095328375,22.14375
259.5394197619142,0.27709533125,22.1625
259.52785034165703,0.277095334125,22.18125
259.5165668393862,0.277095337,22.2
259.50556824083935,0.27709549075,22.21875
259.49462197066975,0.2770956445,22.237499999999997
259.4837277831012,0.27709579825,22.256249999999998
259.4728854334616,0.27709595200000003,22.275
259.4620946783027,0.27709610575,22.29375
259.45135527527026,0.2770962595,22.3125
259.44066698322155,0.27709641325,22.331249999999997
259.4298471103484,0.277096567,22.349999999999998
259.4188960156168,0.277096601875,22.36875
259.40799650812875,0.27709663675,22.3875
259.39714834556406,0.277096671625,22.40625
259.3863512868142,0.27709670649999996,22.424999999999997
259.3756050918541,0.277096741375,22.443749999999998
259.36490952173654,0.27709677625,22.4625
259.3542643387107,0.277096811125,22.48125
259.3433009492736,0.277096846,22.5
259.33202032508757,0.277096640875,22.51875
259.3207917900705,0.27709643575000004,22.5375
259.30961509961816,0.27709623062500005,22.55625
259.29849001022643,0.2770960255,22.575
259.28741627946096,0.277095820375,22.59375
259.2763936661729,0.27709561525000004,22.612499999999997
259.2654219302735,0.277095410125,22.631249999999998
259.2554976984607,0.277095205,22.65
259.2466174659088,0.27709564937500003,22.66875
259.23778087852014,0.27709609375,22.6875
259.2289877313014,0.277096538125,22.70625
259.2202378201974,0.27709698250000003,22.725
259.21153094218516,0.277097426875,22.74375
259.2028668951462,0.27709787124999996,22.7625
259.1942454778626,0.27709831562500004,22.78125
259.18512680898726,0.27709876,22.8
259.17551245790025,0.27709885275,22.81875
259.1659436678299,0.2770989455,22.8375
259.156420224785,0.27709903825,22.85625
259.14694191572966,0.277099131,22.875
259.13750852870254,0.27709922375,22.89375
259.12811985268866,0.2770993165,22.9125
259.1187756777371,0.27709940925,22.93125
259.1091665285681,0.277099502,22.95
259.0992932106296,0.27709939325,22.96875
259.08946579200034,0.2770992845,22.987499999999997
259.07968405709977,0.27709917575000004,23.006249999999998
259.06994779131105,0.277099067,23.025
259.0602567810983,0.27709895825,23.04375
259.0506108138799,0.2770988495,23.0625
259.0410096781462,0.27709874075,23.081249999999997
259.03174036655895,0.277098632,23.099999999999998
259.02280172824675,0.277098710375,23.11875
259.0139054145897,0.27709878875,23.1375
259.0050512267728,0.277098867125,23.15625
258.99623896698716,0.27709894549999997,23.174999999999997
258.9874684383049,0.277099023875,23.193749999999998
258.9787394446736,0.27709910225,23.2125
258.97005179103525,0.277099180625,23.23125
258.96146552491575,0.277099259,23.25
258.95298025563153,0.277099376625,23.26875
258.9445353526176,0.27709949425,23.2875
258.9361306263296,0.277099611875,23.30625
258.92776588806544,0.2770997295,23.325
258.9194409499349,0.277099847125,23.34375
258.91115562507736,0.27709996475,23.362499999999997
258.902909727437,0.277100082375,23.381249999999998
258.8946265226255,0.2771002,23.4
258.8863060772286,0.27710026775,23.41875
258.8780250066506,0.2771003355,23.4375
258.8697831259555,0.27710040325,23.45625
258.86158025105084,0.277100471,23.475
258.85341619878267,0.27710053875,23.49375
258.84529078680856,0.2771006065,23.5125
258.83720383359287,0.27710067425,23.53125
258.8288944309479,0.277100742,23.55
258.8203632535418,0.277100639875,23.56875
258.8118717005258,0.27710053775000004,23.5875
258.8034195857914,0.27710043562500003,23.60625
258.79500672405584,0.2771003335,23.625
258.78663293097895,0.277100231375,23.64375
258.77829802303813,0.27710012925000005,23.6625
258.77000181764566,0.27710002712500004,23.68125
258.7617527663869,0.277099925,23.7
258.7535506599693,0.27709982850000003,23.71875
258.7453866568664,0.27709973200000004,23.737499999999997
258.73726057811444,0.2770996355,23.756249999999998
258.7291722455407,0.277099539,23.775
258.72112148188273,0.2770994425,23.79375
258.7131081106617,0.277099346,23.8125
258.705131956301,0.2770992495,23.831249999999997
258.6976571271057,0.277099153,23.849999999999998
258.6906819274597,0.277099359,23.86875
258.68374038667935,0.277099565,23.8875
258.6768323466505,0.277099771,23.90625
258.6699576500753,0.277099977,23.924999999999997
258.6631161403455,0.277100183,23.943749999999998
258.65630766154,0.277100389,23.9625
258.6495320585429,0.277100595,23.98125
258.6426757921015,0.277100801,24.0
258.63573908012376,0.277100933125,24.01875
258.62883552431043,0.27710106525,24.0375
258.6219649689821,0.277101197375,24.05625
258.61512725914156,0.2771013295,24.075
258.6083222404462,0.277101461625,24.09375
258.6015497594252,0.27710159375,24.112499999999997
258.59480966325515,0.277101725875,24.131249999999998
258.5876895087097,0.277101858,24.15
258.5801904956164,0.27710172149999995,24.16875
258.57272610921575,0.277101585,24.1875
258.5652961868721,0.27710144849999996,24.20625
258.5579005666897,0.277101312,24.225
258.5505390876066,0.27710117549999996,24.24375
258.54321158926825,0.277101039,24.2625
258.53591791202456,0.27710090249999997,24.28125
258.5291858751917,0.277100766,24.3
258.5230135903056,0.2771009735,24.31875
258.51687119970256,0.27710118100000003,24.3375
258.51075856297496,0.2771013885,24.35625
258.50467554032537,0.277101596,24.375
258.4986219926862,0.2771018035,24.39375
258.4925977815944,0.27710201100000004,24.4125
258.48660276931014,0.2771022185,24.43125
258.4801936393646,0.277102426,24.45
258.4733717076108,0.27710234475,24.46875
258.4665814631969,0.2771022635,24.487499999999997
258.45982275729307,0.27710218225000005,24.506249999999998
258.45309544171977,0.277102101,24.525
258.44639936906714,0.27710201975000004,24.54375
258.43973439256814,0.27710193850000003,24.5625
258.4331003662188,0.27710185725,24.581249999999997
258.42682713099134,0.277101776,24.599999999999998
258.4209134606942,0.27710190975,24.61875
258.4150281486282,0.2771020435,24.6375
258.4091710615758,0.27710217725,24.65625
258.40334206701766,0.277102311,24.674999999999997
258.39754103300896,0.27710244475,24.693749999999998
258.3917678281753,0.2771025785,24.7125
258.38602232183246,0.27710271225,24.73125
258.38044290140726,0.277102846,24.75
258.375028983455,0.27710307,24.76875
258.369641469725,0.27710329400000006,24.7875
258.3642802362503,0.27710351800000005,24.80625
258.35894515959757,0.277103742,24.825
258.35363611684,0.27710396600000003,24.84375
258.34835298577383,0.27710419000000003,24.862499999999997
258.3430956446971,0.277104414,24.881249999999998
258.33745858804906,0.277104638,24.9
258.3314430238518,0.277104597875,24.91875
258.32545553881016,0.27710455775,24.9375
258.31949600104156,0.277104517625,24.95625
258.31356427925806,0.2771044775,24.975
258.30766024286214,0.277104437375,24.99375
258.3017837618206,0.27710439725,25.0125
258.29593470666225,0.277104357125,25.03125
258.29003428906265,0.277104317,25.05
258.2840826385775,0.27710422562500003,25.06875
258.2781585437619,0.27710413425,25.0875
258.2722618751917,0.277104042875,25.10625
258.26639250400217,0.2771039515,25.125
258.26055030200706,0.277103860125,25.14375
258.2547351415729,0.27710376875,25.1625
258.2489468957395,0.277103677375,25.18125
258.24346746130243,0.277103586,25.2
258.2382957880997,0.277103678375,25.21875
258.2331488078391,0.27710377075000003,25.237499999999997
258.2280264045422,0.277103863125,25.256249999999998
258.22292846272694,0.2771039555,25.275
258.21785486752657,0.277104047875,25.29375
258.21280550456527,0.27710414024999996,25.3125
258.20778026007713,0.277104232625,25.331249999999997
258.20246073744687,0.277104325,25.349999999999998
258.1968478669824,0.27710420999999996,25.36875
258.1912608580306,0.277104095,25.3875
258.1856995891001,0.27710398,25.40625
258.1801639393436,0.27710386499999995,25.424999999999997
258.17465378843303,0.27710375,25.443749999999998
258.1691690165557,0.277103635,25.4625
258.1637095045356,0.27710352,25.48125
258.15843513873585,0.277103405,25.5
258.1533452766911,0.27710339425,25.51875
258.1482792739249,0.2771033835,25.5375
258.1432370184236,0.2771033727500001,25.55625
